"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14"
"E02000984","E02000984",6304,0,0,0,54,0,0,597,0,138,5515,0
"E02000985","E02000984",2695,0,0,0,95,0,0,585,0,49,1966,0
"E02000986","E02000984",1546,0,0,0,28,0,0,263,0,31,1224,0
"E02000987","E02000984",37,0,0,0,0,0,0,36,0,1,0,0
"E02000988","E02000984",1865,0,0,0,27,0,0,669,0,29,1140,0
"E02000989","E02000984",818,0,0,0,23,0,0,329,0,118,348,0
"E02000990","E02000984",297,0,0,0,4,0,0,286,0,4,3,0
"E02000991","E02000984",400,0,0,0,6,0,0,117,0,70,207,0
"E02000992","E02000984",20,0,0,0,0,0,0,19,0,1,0,0
"E02000993","E02000984",844,0,0,0,33,0,0,224,0,149,438,0
"E02000994","E02000984",572,0,0,0,17,0,0,195,0,91,269,0
"E02000995","E02000984",162,0,0,0,6,0,0,101,0,14,41,0
"E02000996","E02000984",166,0,0,0,5,0,0,94,0,17,50,0
"E02000997","E02000984",204,0,0,0,2,0,0,190,0,7,5,0
"E02000998","E02000984",448,0,0,0,2,0,0,270,0,45,131,0
"E02000999","E02000984",3284,0,0,0,860,0,0,1300,0,285,839,0
"E02001000","E02000984",573,0,0,0,15,0,0,207,0,89,262,0
"E02001001","E02000984",115,0,0,0,3,0,0,97,0,4,11,0
"E02001002","E02000984",224,0,0,0,1,0,0,143,0,45,35,0
"E02001003","E02000984",134,0,0,0,3,0,0,113,0,10,8,0
"E02001004","E02000984",254,0,0,0,75,0,0,120,0,15,44,0
"E02001005","E02000984",585,0,0,0,132,0,0,347,0,60,46,0
"E02001006","E02000984",87,0,0,0,4,0,0,72,0,6,5,0
"E02001007","E02000984",87,0,0,0,0,0,0,76,0,6,5,0
"E02001008","E02000984",160,0,0,0,12,0,0,107,0,23,18,0
"E02001009","E02000984",100,0,0,0,0,0,0,78,0,12,10,0
"E02001010","E02000984",129,0,0,0,2,0,0,108,0,11,8,0
"E02001011","E02000984",41,0,0,0,3,0,0,38,0,0,0,0
"E02001012","E02000984",173,0,0,0,5,0,0,165,0,2,1,0
"E02001013","E02000984",47,0,0,0,2,0,0,45,0,0,0,0
"E02001014","E02000984",30,0,0,0,4,0,0,26,0,0,0,0
"E02001015","E02000984",108,0,0,0,1,0,0,102,0,3,2,0
"E02001016","E02000984",79,0,0,0,0,0,0,73,0,3,3,0
"E02001017","E02000984",52,0,0,0,0,0,0,52,0,0,0,0
"E02001018","E02000984",19,0,0,0,3,0,0,16,0,0,0,0
"E02001019","E02000984",71,0,0,0,0,0,0,71,0,0,0,0
"E02001020","E02000984",17,0,0,0,0,0,0,17,0,0,0,0
"E02001021","E02000984",118,0,0,0,3,0,0,115,0,0,0,0
"E02001022","E02000984",69,0,0,0,0,0,0,69,0,0,0,0
"E02001023","E02000984",52,0,0,0,0,0,0,52,0,0,0,0
"E02001024","E02000984",53,0,0,0,2,0,0,51,0,0,0,0
"E02001025","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001026","E02000984",75,0,0,0,4,0,0,71,0,0,0,0
"E02001027","E02000984",72,0,0,0,0,0,0,72,0,0,0,0
"E02001028","E02000984",55,0,0,0,0,0,0,55,0,0,0,0
"E02001029","E02000984",46,0,0,0,6,0,0,40,0,0,0,0
"E02001030","E02000984",66,0,0,0,0,0,0,66,0,0,0,0
"E02001031","E02000984",67,0,0,0,0,0,0,67,0,0,0,0
"E02001032","E02000984",51,0,0,0,0,0,0,51,0,0,0,0
"E02001033","E02000984",76,0,0,0,8,0,0,68,0,0,0,0
"E02001034","E02000984",44,0,0,0,0,0,0,44,0,0,0,0
"E02001035","E02000984",27,0,0,0,0,0,0,27,0,0,0,0
"E02001036","E02000984",143,0,0,0,0,0,0,143,0,0,0,0
"E02001037","E02000984",23,0,0,0,3,0,0,20,0,0,0,0
"E02001038","E02000984",12,0,0,0,0,0,0,12,0,0,0,0
"E02001039","E02000984",3,0,0,0,0,0,0,3,0,0,0,0
"E02001040","E02000984",3,0,0,0,0,0,0,3,0,0,0,0
"E02001041","E02000984",7,0,0,0,1,0,0,6,0,0,0,0
"E02001042","E02000984",4,0,0,0,0,0,0,4,0,0,0,0
"E02001043","E02000984",7,0,0,0,2,0,0,5,0,0,0,0
"E02001046","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001047","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001048","E02000984",4,0,0,0,1,0,0,3,0,0,0,0
"E02001050","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001057","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001059","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001061","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001062","E02000984",252,0,0,0,249,0,0,3,0,0,0,0
"E02001064","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001066","E02000984",8,0,0,0,6,0,0,2,0,0,0,0
"E02001071","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001082","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001083","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001096","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001097","E02000984",10,0,0,0,1,0,0,9,0,0,0,0
"E02001112","E02000984",15,0,0,0,0,0,0,15,0,0,0,0
"E02001114","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001124","E02000984",3,0,0,0,0,0,0,3,0,0,0,0
"E02001125","E02000984",9,0,0,0,0,0,0,9,0,0,0,0
"E02001128","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001129","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001130","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001132","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001133","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001134","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001135","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001139","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001149","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001150","E02000984",23,0,0,0,0,0,0,23,0,0,0,0
"E02001151","E02000984",8,0,0,0,0,0,0,8,0,0,0,0
"E02001157","E02000984",13,0,0,0,0,0,0,13,0,0,0,0
"E02001158","E02000984",17,0,0,0,0,0,0,17,0,0,0,0
"E02001159","E02000984",12,0,0,0,0,0,0,12,0,0,0,0
"E02001160","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001161","E02000984",17,0,0,0,0,0,0,17,0,0,0,0
"E02001162","E02000984",17,0,0,0,0,0,0,17,0,0,0,0
"E02001163","E02000984",18,0,0,0,0,0,0,18,0,0,0,0
"E02001164","E02000984",15,0,0,0,0,0,0,15,0,0,0,0
"E02001165","E02000984",31,0,0,0,0,0,0,31,0,0,0,0
"E02001168","E02000984",44,0,0,0,2,0,0,42,0,0,0,0
"E02001169","E02000984",11,0,0,0,0,0,0,11,0,0,0,0
"E02001170","E02000984",28,0,0,0,2,0,0,26,0,0,0,0
"E02001171","E02000984",12,0,0,0,0,0,0,12,0,0,0,0
"E02001173","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001174","E02000984",17,0,0,0,0,0,0,17,0,0,0,0
"E02001175","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001176","E02000984",9,0,0,0,4,0,0,5,0,0,0,0
"E02001177","E02000984",37,0,0,0,4,0,0,33,0,0,0,0
"E02001178","E02000984",14,0,0,0,9,0,0,5,0,0,0,0
"E02001179","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001180","E02000984",4,0,0,0,0,0,0,4,0,0,0,0
"E02001182","E02000984",26,0,0,0,0,0,0,26,0,0,0,0
"E02001184","E02000984",92,0,0,0,10,0,0,82,0,0,0,0
"E02001200","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001204","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001209","E02000984",4,0,0,0,0,0,0,4,0,0,0,0
"E02001224","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001225","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001227","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001228","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001230","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001233","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001234","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001244","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001245","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001246","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001249","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001252","E02000984",3,0,0,0,0,0,0,3,0,0,0,0
"E02001253","E02000984",4,0,0,0,0,0,0,4,0,0,0,0
"E02001254","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001260","E02000984",15,0,0,0,0,0,0,15,0,0,0,0
"E02001263","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001265","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001267","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001268","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001275","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001286","E02000984",4,0,0,0,0,0,0,4,0,0,0,0
"E02001287","E02000984",9,0,0,0,0,0,0,9,0,0,0,0
"E02001288","E02000984",8,0,0,0,0,0,0,8,0,0,0,0
"E02001289","E02000984",13,0,0,0,0,0,0,13,0,0,0,0
"E02001290","E02000984",16,0,0,0,0,0,0,16,0,0,0,0
"E02001291","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001292","E02000984",3,0,0,0,1,0,0,2,0,0,0,0
"E02001293","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001294","E02000984",9,0,0,0,5,0,0,4,0,0,0,0
"E02001298","E02000984",1,0,0,0,0,0,0,1,0,0,0,0
"E02001301","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001302","E02000984",2,0,0,0,0,0,0,1,0,1,0,0
"E02001303","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02001304","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001305","E02000984",13,0,0,0,0,0,0,5,0,7,1,0
"E02001307","E02000984",8,0,0,0,0,0,0,8,0,0,0,0
"E02001308","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001309","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001311","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001313","E02000984",8,0,0,0,0,0,0,2,0,6,0,0
"E02001314","E02000984",3,0,0,0,0,0,0,3,0,0,0,0
"E02001315","E02000984",2,0,0,0,0,0,0,2,0,0,0,0
"E02001316","E02000984",8,0,0,0,5,0,0,3,0,0,0,0
"E02001317","E02000984",6,0,0,0,3,0,0,3,0,0,0,0
"E02001318","E02000984",8,0,0,0,0,0,0,8,0,0,0,0
"E02001321","E02000984",13,0,0,0,0,0,0,13,0,0,0,0
"E02001322","E02000984",7,0,0,0,0,0,0,7,0,0,0,0
"E02001323","E02000984",2,0,0,0,1,0,0,1,0,0,0,0
"E02001324","E02000984",6,0,0,0,0,0,0,6,0,0,0,0
"E02001325","E02000984",10,0,0,0,0,0,0,10,0,0,0,0
"E02001326","E02000984",5,0,0,0,0,0,0,5,0,0,0,0
"E02006902","E02000984",118,0,0,0,106,0,0,12,0,0,0,0
"E02006917","E02000984",43,0,0,0,27,0,0,16,0,0,0,0
"E02000984","E02000985",2675,0,0,0,61,0,0,605,0,49,1960,0
"E02000985","E02000985",1857,0,0,0,120,0,0,566,0,29,1142,0
"E02000986","E02000985",539,0,0,0,28,0,0,255,0,6,250,0
"E02000987","E02000985",41,0,0,0,2,0,0,39,0,0,0,0
"E02000988","E02000985",704,0,0,0,22,0,0,558,0,3,121,0
"E02000989","E02000985",1254,0,0,0,30,0,0,498,0,18,708,0
"E02000990","E02000985",434,0,0,0,20,0,0,412,0,1,1,0
"E02000991","E02000985",154,0,0,0,1,0,0,134,0,5,14,0
"E02000992","E02000985",19,0,0,0,2,0,0,17,0,0,0,0
"E02000993","E02000985",603,0,0,0,46,0,0,262,0,7,288,0
"E02000994","E02000985",265,0,0,0,11,0,0,213,0,1,40,0
"E02000995","E02000985",113,0,0,0,1,0,0,106,0,2,4,0
"E02000996","E02000985",259,0,0,0,11,0,0,138,0,3,107,0
"E02000997","E02000985",267,0,0,0,11,0,0,255,0,1,0,0
"E02000998","E02000985",247,0,0,0,2,0,0,229,0,4,12,0
"E02000999","E02000985",2810,0,0,0,1662,0,0,919,0,58,171,0
"E02001000","E02000985",445,0,0,0,27,0,0,257,0,41,120,0
"E02001001","E02000985",100,0,0,0,3,0,0,95,0,1,1,0
"E02001002","E02000985",332,0,0,0,5,0,0,201,0,32,94,0
"E02001003","E02000985",116,0,0,0,2,0,0,111,0,2,1,0
"E02001004","E02000985",168,0,0,0,60,0,0,86,0,6,16,0
"E02001005","E02000985",455,0,0,0,181,0,0,227,0,12,35,0
"E02001006","E02000985",71,0,0,0,7,0,0,60,0,1,3,0
"E02001007","E02000985",108,0,0,0,0,0,0,103,0,1,4,0
"E02001008","E02000985",131,0,0,0,23,0,0,92,0,4,12,0
"E02001009","E02000985",71,0,0,0,0,0,0,71,0,0,0,0
"E02001010","E02000985",128,0,0,0,1,0,0,119,0,5,3,0
"E02001011","E02000985",46,0,0,0,15,0,0,31,0,0,0,0
"E02001012","E02000985",138,0,0,0,11,0,0,123,0,2,2,0
"E02001013","E02000985",44,0,0,0,9,0,0,35,0,0,0,0
"E02001014","E02000985",35,0,0,0,18,0,0,17,0,0,0,0
"E02001015","E02000985",89,0,0,0,1,0,0,87,0,1,0,0
"E02001016","E02000985",76,0,0,0,1,0,0,74,0,1,0,0
"E02001017","E02000985",26,0,0,0,0,0,0,22,0,2,2,0
"E02001018","E02000985",29,0,0,0,13,0,0,16,0,0,0,0
"E02001019","E02000985",100,0,0,0,1,0,0,99,0,0,0,0
"E02001020","E02000985",27,0,0,0,0,0,0,26,0,0,1,0
"E02001021","E02000985",179,0,0,0,13,0,0,159,0,2,5,0
"E02001022","E02000985",111,0,0,0,0,0,0,111,0,0,0,0
"E02001023","E02000985",73,0,0,0,1,0,0,72,0,0,0,0
"E02001024","E02000985",77,0,0,0,8,0,0,68,0,0,1,0
"E02001025","E02000985",8,0,0,0,0,0,0,8,0,0,0,0
"E02001026","E02000985",113,0,0,0,8,0,0,105,0,0,0,0
"E02001027","E02000985",118,0,0,0,2,0,0,114,0,1,1,0
"E02001028","E02000985",114,0,0,0,0,0,0,109,0,1,4,0
"E02001029","E02000985",69,0,0,0,24,0,0,45,0,0,0,0
"E02001030","E02000985",129,0,0,0,0,0,0,112,0,4,13,0
"E02001031","E02000985",128,0,0,0,0,0,0,128,0,0,0,0
"E02001032","E02000985",92,0,0,0,0,0,0,85,0,4,3,0
"E02001033","E02000985",126,0,0,0,0,0,0,126,0,0,0,0
"E02001034","E02000985",82,0,0,0,0,0,0,81,0,1,0,0
"E02001035","E02000985",34,0,0,0,0,0,0,34,0,0,0,0
"E02001036","E02000985",128,0,0,0,0,0,0,128,0,0,0,0
"E02001037","E02000985",44,0,0,0,13,0,0,31,0,0,0,0
"E02001038","E02000985",13,0,0,0,2,0,0,11,0,0,0,0
"E02001039","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001040","E02000985",7,0,0,0,2,0,0,5,0,0,0,0
"E02001041","E02000985",7,0,0,0,5,0,0,2,0,0,0,0
"E02001042","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001043","E02000985",16,0,0,0,8,0,0,8,0,0,0,0
"E02001045","E02000985",4,0,0,0,0,0,0,4,0,0,0,0
"E02001059","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001061","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001073","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001077","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001081","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001096","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001097","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001106","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001112","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001114","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001124","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001125","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001128","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001130","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001132","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001133","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001134","E02000985",4,0,0,0,0,0,0,4,0,0,0,0
"E02001135","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001139","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02001143","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001144","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001146","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001149","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001151","E02000985",4,0,0,0,0,0,0,4,0,0,0,0
"E02001157","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001158","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001159","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001161","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001162","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001163","E02000985",7,0,0,0,0,0,0,7,0,0,0,0
"E02001164","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001165","E02000985",11,0,0,0,0,0,0,11,0,0,0,0
"E02001168","E02000985",26,0,0,0,9,0,0,17,0,0,0,0
"E02001169","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001170","E02000985",19,0,0,0,9,0,0,10,0,0,0,0
"E02001171","E02000985",5,0,0,0,1,0,0,4,0,0,0,0
"E02001173","E02000985",4,0,0,0,1,0,0,3,0,0,0,0
"E02001174","E02000985",10,0,0,0,2,0,0,8,0,0,0,0
"E02001175","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001177","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001178","E02000985",3,0,0,0,1,0,0,2,0,0,0,0
"E02001179","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001180","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001182","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001184","E02000985",19,0,0,0,0,0,0,19,0,0,0,0
"E02001200","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001209","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001233","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001252","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001253","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001260","E02000985",4,0,0,0,0,0,0,4,0,0,0,0
"E02001261","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001287","E02000985",9,0,0,0,0,0,0,9,0,0,0,0
"E02001288","E02000985",9,0,0,0,0,0,0,9,0,0,0,0
"E02001289","E02000985",15,0,0,0,0,0,0,15,0,0,0,0
"E02001290","E02000985",14,0,0,0,0,0,0,14,0,0,0,0
"E02001291","E02000985",4,0,0,0,0,0,0,4,0,0,0,0
"E02001292","E02000985",9,0,0,0,8,0,0,1,0,0,0,0
"E02001293","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001294","E02000985",34,0,0,0,29,0,0,5,0,0,0,0
"E02001296","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001297","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001300","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001301","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001304","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001307","E02000985",5,0,0,0,0,0,0,5,0,0,0,0
"E02001314","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001315","E02000985",1,0,0,0,0,0,0,1,0,0,0,0
"E02001318","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001321","E02000985",12,0,0,0,0,0,0,12,0,0,0,0
"E02001322","E02000985",6,0,0,0,0,0,0,6,0,0,0,0
"E02001324","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001325","E02000985",3,0,0,0,0,0,0,3,0,0,0,0
"E02001326","E02000985",2,0,0,0,0,0,0,2,0,0,0,0
"E02000984","E02000986",1522,0,0,0,27,0,0,238,0,31,1226,0
"E02000985","E02000986",512,0,0,0,37,0,0,217,0,6,252,0
"E02000986","E02000986",495,0,0,0,13,0,0,108,0,9,365,0
"E02000987","E02000986",21,0,0,0,0,0,0,21,0,0,0,0
"E02000988","E02000986",660,0,0,0,14,0,0,237,0,10,399,0
"E02000989","E02000986",206,0,0,0,9,0,0,121,0,2,74,0
"E02000990","E02000986",165,0,0,0,3,0,0,159,0,2,1,0
"E02000991","E02000986",170,0,0,0,3,0,0,65,0,2,100,0
"E02000992","E02000986",9,0,0,0,0,0,0,9,0,0,0,0
"E02000993","E02000986",211,0,0,0,14,0,0,85,0,3,109,0
"E02000994","E02000986",231,0,0,0,10,0,0,92,0,3,126,0
"E02000995","E02000986",81,0,0,0,5,0,0,57,0,5,14,0
"E02000996","E02000986",69,0,0,0,6,0,0,48,0,4,11,0
"E02000997","E02000986",114,0,0,0,2,0,0,107,0,3,2,0
"E02000998","E02000986",217,0,0,0,2,0,0,151,0,16,48,0
"E02000999","E02000986",1596,0,0,0,596,0,0,622,0,9,369,0
"E02001000","E02000986",191,0,0,0,12,0,0,90,0,23,66,0
"E02001001","E02000986",61,0,0,0,2,0,0,54,0,1,4,0
"E02001002","E02000986",100,0,0,0,1,0,0,78,0,5,16,0
"E02001003","E02000986",70,0,0,0,1,0,0,63,0,2,4,0
"E02001004","E02000986",130,0,0,0,42,0,0,73,0,4,11,0
"E02001005","E02000986",326,0,0,0,106,0,0,189,0,8,23,0
"E02001006","E02000986",48,0,0,0,3,0,0,42,0,1,2,0
"E02001007","E02000986",48,0,0,0,1,0,0,43,0,2,2,0
"E02001008","E02000986",81,0,0,0,9,0,0,62,0,3,7,0
"E02001009","E02000986",54,0,0,0,0,0,0,46,0,2,6,0
"E02001010","E02000986",69,0,0,0,2,0,0,61,0,3,3,0
"E02001011","E02000986",20,0,0,0,2,0,0,18,0,0,0,0
"E02001012","E02000986",91,0,0,0,4,0,0,86,0,1,0,0
"E02001013","E02000986",23,0,0,0,1,0,0,22,0,0,0,0
"E02001014","E02000986",14,0,0,0,3,0,0,11,0,0,0,0
"E02001015","E02000986",58,0,0,0,1,0,0,55,0,1,1,0
"E02001016","E02000986",40,0,0,0,0,0,0,38,0,1,1,0
"E02001017","E02000986",12,0,0,0,0,0,0,12,0,0,0,0
"E02001018","E02000986",5,0,0,0,2,0,0,3,0,0,0,0
"E02001019","E02000986",16,0,0,0,0,0,0,16,0,0,0,0
"E02001020","E02000986",3,0,0,0,0,0,0,3,0,0,0,0
"E02001021","E02000986",47,0,0,0,2,0,0,45,0,0,0,0
"E02001022","E02000986",40,0,0,0,0,0,0,40,0,0,0,0
"E02001023","E02000986",27,0,0,0,0,0,0,27,0,0,0,0
"E02001024","E02000986",27,0,0,0,1,0,0,26,0,0,0,0
"E02001025","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001026","E02000986",37,0,0,0,3,0,0,34,0,0,0,0
"E02001027","E02000986",39,0,0,0,0,0,0,39,0,0,0,0
"E02001028","E02000986",30,0,0,0,0,0,0,30,0,0,0,0
"E02001029","E02000986",24,0,0,0,2,0,0,22,0,0,0,0
"E02001030","E02000986",39,0,0,0,0,0,0,39,0,0,0,0
"E02001031","E02000986",40,0,0,0,0,0,0,40,0,0,0,0
"E02001032","E02000986",30,0,0,0,0,0,0,30,0,0,0,0
"E02001033","E02000986",38,0,0,0,0,0,0,38,0,0,0,0
"E02001034","E02000986",23,0,0,0,0,0,0,23,0,0,0,0
"E02001035","E02000986",6,0,0,0,0,0,0,6,0,0,0,0
"E02001036","E02000986",78,0,0,0,0,0,0,78,0,0,0,0
"E02001037","E02000986",9,0,0,0,2,0,0,7,0,0,0,0
"E02001038","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001039","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001048","E02000986",3,0,0,0,0,0,0,3,0,0,0,0
"E02001112","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001124","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001125","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001128","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001134","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001149","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001150","E02000986",19,0,0,0,0,0,0,19,0,0,0,0
"E02001151","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001157","E02000986",5,0,0,0,0,0,0,5,0,0,0,0
"E02001158","E02000986",8,0,0,0,0,0,0,8,0,0,0,0
"E02001159","E02000986",4,0,0,0,0,0,0,4,0,0,0,0
"E02001160","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001161","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001162","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001163","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001164","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001165","E02000986",5,0,0,0,0,0,0,5,0,0,0,0
"E02001168","E02000986",6,0,0,0,2,0,0,4,0,0,0,0
"E02001169","E02000986",3,0,0,0,0,0,0,3,0,0,0,0
"E02001170","E02000986",9,0,0,0,2,0,0,7,0,0,0,0
"E02001171","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001173","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001174","E02000986",4,0,0,0,0,0,0,4,0,0,0,0
"E02001175","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001177","E02000986",7,0,0,0,0,0,0,7,0,0,0,0
"E02001182","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001184","E02000986",7,0,0,0,6,0,0,1,0,0,0,0
"E02001200","E02000986",4,0,0,0,0,0,0,4,0,0,0,0
"E02001204","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001209","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001227","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001228","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001245","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001260","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001287","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
"E02001288","E02000986",1,0,0,0,0,0,0,1,0,0,0,0
"E02001289","E02000986",2,0,0,0,0,0,0,2,0,0,0,0
